Employee_ID,Age,Gender,Marital_Status,Education_Level,Department,Job_Role,Total_Work_Experience,Years_at_Company,Years_in_Current_Role,Promotion_Count,Business_Travel,Work_Mode,Distance_From_Home,Monthly_Salary,Annual_Bonus,Stock_Option_Value,Overtime_Hours,Monthly_Expenses,Compensation_Band,Performance_Rating,Manager_Rating,Training_Hours,Certification_Count,Project_Count,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Relationship_Satisfaction,Recognition_Score,Manager_Support,Engagement_Index,Productivity_Index,Financial_Stress_Index,Attendance_Score,Career_Growth_Index,Annual_Compensation,Experience_Band,Attrition
EMP104518,34,Female,Married,Bachelor,Marketing,Engineer,9,4.4,2.1,1,Frequently,Hybrid,10.8,6060.56,27566.58,0.0,0.4,3280.44,Low,3,3.0,27.5,1,9,7,5,6.0,4,7,5,5.75,50.82,55.82,92.33,30.43,100293.3,Junior,0
EMP104519,33,Male,Married,Master,Engineering,Engineer,10,2.4,2.2,1,Rarely,Office,17.5,7184.72,17054.14,0.0,3.9,4806.75,Medium,3,2.0,28.5,0,4,6,7,8.0,6,7,6,6.25,49.91,75.36,94.45,28.24,103270.78,Junior,0
EMP104520,21,Female,Single,Bachelor,Engineering,Associate,0,0.0,0.0,0,Never,Remote,12.8,3255.22,11645.7,0.0,16.0,2137.32,Low,3,2.0,22.3,0,2,3,3,2.0,2,3,3,2.75,27.62,82.17,82.33,11.61,50708.34,Entry,1
EMP104521,27,Male,Single,Bachelor,HR,Associate,3,3.0,0.6,1,Rarely,Office,1.3,2977.24,9696.88,0.0,3.2,1203.71,Low,3,3.0,17.2,0,1,6,6,5.0,5,5,5,5.25,31.39,39.35,89.94,16.48,45423.76,Entry,0
EMP104522,38,Female,Married,Bachelor,Engineering,Senior Engineer,14,2.4,1.3,0,Never,Remote,26.6,11197.85,,1020703.19,3.9,6645.68,Medium,3,4.0,,0,5,7,5,7.0,4,5,4,5.0,39.89,60.59,91.67,14.92,1218660.24,Mid,0
EMP104523,34,Male,Married,Bachelor,Support,Senior Engineer,12,6.0,2.8,2,Rarely,Remote,3.7,10144.99,1199.53,0.0,17.3,5344.06,Medium,4,3.0,32.2,2,10,5,3,8.0,8,9,4,6.5,63.34,57.39,88.16,46.88,122939.41,Mid,0
EMP104524,36,Female,Married,High School,Engineering,Senior Engineer,14,6.7,1.0,2,Never,Office,13.8,13464.35,18598.88,117181.39,6.5,5551.35,High,3,3.0,23.6,0,4,3,6,,6,8,6,5.75,39.6,32.8,92.52,35.85,297352.47,Mid,0
EMP104525,43,Male,Married,Bachelor,Operations,Manager,21,2.2,1.3,1,Rarely,Office,17.3,20676.18,64671.23,695547.19,7.6,10086.23,High,3,3.0,29.7,0,4,4,3,7.0,5,5,6,5.0,37.71,38.21,86.42,33.1,1008332.58,Senior,0
EMP104526,26,Male,Married,Master,Engineering,Engineer,1,1.0,0.6,0,Frequently,Hybrid,5.1,5522.12,14010.71,0.0,9.6,4085.06,Low,3,3.0,23.8,1,4,5,4,6.0,5,5,2,4.25,34.31,89.8,87.72,15.01,80276.15,Entry,1
EMP104527,33,Male,Single,Bachelor,Finance,Senior Engineer,11,3.0,1.8,0,Never,Office,19.3,12749.54,72972.27,77793.5,2.1,7548.43,Medium,5,5.0,30.3,1,6,3,3,6.0,3,4,3,3.25,55.25,58.23,89.21,25.46,303760.25,Mid,0
EMP104528,37,Male,Single,Bachelor,Support,Engineer,16,2.7,1.1,1,Never,Office,1.0,6861.16,56033.5,0.0,27.3,4321.29,Low,3,3.0,30.9,0,6,5,5,6.0,6,6,5,5.5,38.87,79.92,83.75,33.52,138367.42,Mid,0
EMP104529,29,Male,Married,High School,Operations,Engineer,11,1.8,0.5,0,Frequently,Hybrid,1.6,7168.4,33514.92,0.0,7.4,3014.11,Low,3,3.0,29.0,2,4,6,3,4.0,2,6,4,4.5,41.51,39.88,87.93,25.87,119535.72,Mid,0
EMP104530,46,Female,Married,Bachelor,Operations,Lead,23,3.2,1.1,1,Never,Remote,28.9,19296.45,61815.08,40059.24,17.4,13593.86,High,4,4.0,27.3,1,5,8,6,4.0,5,6,6,6.25,57.46,75.89,87.52,35.9,333431.72,Senior,1
EMP104531,42,Female,Married,Bachelor,Marketing,Manager,22,2.6,2.2,0,Never,Office,2.0,24621.34,55444.97,101388.98,6.1,11252.38,High,4,4.0,31.8,0,7,4,5,4.0,7,4,5,5.0,59.99,29.5,88.41,30.69,452290.03,Senior,0
EMP104532,37,Male,Divorced,Bachelor,Engineering,Lead,15,7.6,4.8,2,Frequently,Office,2.3,17223.38,31607.42,0.0,3.1,8196.72,High,3,3.0,24.6,0,5,5,5,7.0,7,4,4,5.0,41.48,37.49,91.67,36.19,238287.98,Mid,0
EMP104533,49,Female,Divorced,Master,Sales,Lead,29,3.9,1.6,1,Never,Hybrid,23.2,23294.85,57731.55,0.0,9.4,11751.92,High,4,4.0,33.0,4,10,7,7,7.0,7,5,7,6.5,64.85,39.17,92.42,51.69,337269.75,Senior,0
EMP104534,23,Female,Married,Bachelor,Marketing,Engineer,0,0.0,0.0,0,Rarely,Office,12.9,5253.72,31836.33,0.0,6.2,3505.92,Low,2,2.0,25.4,0,4,3,3,3.0,4,3,5,3.75,26.15,77.77,83.24,12.47,94880.97,Entry,0
EMP104535,35,Female,Married,Bachelor,Support,Senior Engineer,10,7.9,2.8,2,Frequently,Remote,5.1,9742.18,27524.43,0.0,3.2,5742.06,Medium,3,2.0,19.4,2,6,7,7,7.0,7,5,7,6.5,46.68,60.98,94.82,38.28,144430.59,Junior,0
EMP104536,38,Male,Married,Master,Marketing,Lead,16,6.9,6.0,2,Rarely,Office,22.4,17443.01,90707.51,265040.11,3.2,8033.35,High,4,4.0,34.5,0,7,6,7,8.0,6,8,6,6.5,55.75,35.05,93.66,41.41,565063.74,Mid,0
EMP104537,28,Male,Married,Bachelor,Marketing,Associate,7,2.7,2.0,0,Never,Remote,11.8,4206.48,22204.84,0.0,3.1,2897.96,Low,4,4.0,25.6,0,3,2,5,4.0,5,5,5,4.25,48.78,80.56,89.03,15.36,72682.6,Junior,0
EMP104538,37,Female,Single,Bachelor,Engineering,Engineer,17,3.7,0.4,0,Rarely,Hybrid,10.7,7313.83,30338.38,0.0,18.7,4419.06,Medium,2,,16.9,0,1,1,1,5.0,2,2,2,1.75,14.73,72.0,79.44,14.03,118104.34,Mid,0
EMP104539,26,Male,Single,High School,Engineering,Engineer,8,7.7,0.4,2,Never,Hybrid,16.2,7071.55,10900.47,0.0,10.4,2902.24,Low,3,2.0,19.8,1,1,7,5,5.0,3,7,7,6.0,37.84,39.79,89.23,35.7,95759.07,Junior,0
EMP104540,41,Male,Married,Bachelor,Engineering,Senior Engineer,24,5.8,0.2,2,Frequently,Hybrid,20.6,13656.36,,331162.5,6.2,6248.3,High,3,3.0,34.3,1,1,4,6,5.0,4,5,6,4.75,33.72,39.24,88.21,45.94,505703.81,Senior,0
EMP104541,43,Female,Married,Master,Finance,Lead,19,0.7,0.0,0,Never,Office,11.0,16634.18,13548.15,186166.97,2.8,11663.64,High,4,4.0,29.4,2,10,5,5,6.0,7,9,8,7.25,67.43,71.41,93.17,26.32,399325.28,Mid,0
EMP104542,37,Male,Single,Bachelor,Sales,Engineer,17,1.5,0.7,0,Frequently,Hybrid,32.4,9719.92,14730.41,0.0,7.8,6958.09,Medium,4,4.0,35.2,1,2,3,6,5.0,5,5,6,4.75,48.42,81.78,89.58,28.36,131369.45,Mid,1
EMP104543,21,Female,Single,Bachelor,Engineering,Associate,0,0.0,0.0,0,Never,Hybrid,11.0,3524.79,7319.38,0.0,4.3,2129.87,Low,2,3.0,,0,1,4,5,5.0,4,5,4,4.25,20.78,69.09,90.46,15.59,49616.86,Entry,0
EMP104544,27,Male,Married,Bachelor,Finance,Engineer,6,2.3,1.6,1,Never,Remote,15.4,5419.44,8938.41,232791.86,10.5,3903.42,Low,2,3.0,25.0,0,4,5,8,4.0,5,5,4,4.75,26.44,87.35,86.38,25.25,306763.55,Junior,0
EMP104545,40,Female,Single,Bachelor,Engineering,Manager,19,3.1,1.5,1,Rarely,Hybrid,13.6,27800.06,9897.45,279479.91,7.7,13385.53,High,4,4.0,31.4,1,12,7,7,7.0,7,7,7,7.0,70.04,31.08,92.5,36.42,622978.08,Mid,0
EMP104546,35,Female,Single,Master,Sales,Lead,13,4.3,0.4,0,Never,Hybrid,19.5,16751.84,96993.26,245147.98,21.1,10582.11,High,4,4.0,28.9,1,5,2,7,4.0,5,6,3,4.0,48.94,68.9,84.09,21.89,543163.32,Mid,0
EMP104547,21,Non-Binary,Married,Bachelor,Sales,Engineer,1,1.0,0.0,0,Frequently,Hybrid,3.1,6274.29,22273.66,0.0,16.4,4531.87,Low,3,3.0,28.0,0,7,2,3,3.0,2,3,4,2.75,37.47,89.5,80.29,15.91,97565.14,Entry,1
EMP104548,45,Female,Single,Master,Sales,Lead,15,6.8,0.2,2,Rarely,Office,5.5,16717.69,769.58,115134.17,38.9,12019.43,High,4,4.0,30.6,1,3,5,4,3.0,8,6,4,5.75,48.11,89.59,78.36,42.05,316516.03,Mid,1
EMP104549,36,Female,Married,High School,Engineering,Lead,17,2.3,1.2,0,Rarely,Hybrid,9.8,18182.28,56140.48,273003.32,11.9,12046.39,High,3,3.0,24.3,1,9,4,4,5.0,3,3,1,2.75,37.05,68.22,81.78,20.86,547331.16,Mid,1
EMP104550,28,Male,Married,Bachelor,Finance,Associate,5,5.0,2.9,2,Never,Hybrid,13.1,4469.96,7929.7,0.0,6.4,2551.09,Low,4,4.0,30.8,0,1,5,6,4.0,8,7,4,6.0,50.51,64.16,91.37,35.21,61569.22,Entry,0
EMP104551,43,Female,Married,Bachelor,Marketing,Lead,20,3.9,1.4,1,Never,Office,20.8,15352.27,29988.91,703708.99,5.0,9425.72,High,2,2.0,30.8,1,7,4,7,,8,8,5,6.25,40.07,60.48,88.34,33.77,917925.14,Mid,0
EMP104552,30,Female,Single,Master,Finance,Lead,5,3.7,0.3,1,Never,Office,21.4,12200.72,39921.8,0.0,8.4,5294.54,Medium,3,3.0,30.9,0,6,4,4,6.0,4,4,5,4.25,41.28,37.95,86.06,27.71,186330.44,Entry,0
EMP104553,29,Male,Married,Bachelor,Operations,Engineer,9,5.4,5.0,2,Never,Hybrid,8.4,6070.94,5451.38,0.0,4.1,3182.16,Low,2,2.0,22.8,0,3,3,4,4.0,6,3,4,4.0,29.25,54.84,86.5,32.32,78302.66,Junior,0
EMP104554,38,Male,Married,Master,Engineering,Manager,14,4.8,1.9,0,Never,Hybrid,8.5,24085.31,,218863.94,4.2,13716.3,High,4,4.0,28.7,0,10,6,7,7.0,6,5,5,5.5,60.42,45.89,93.49,16.88,538696.69,Mid,0
EMP104555,49,Male,Married,Bachelor,Engineering,Manager,26,3.1,1.3,1,Never,Hybrid,7.0,23802.2,81330.9,97196.12,10.5,11388.4,High,3,3.0,31.2,2,7,5,3,,2,1,2,2.5,38.04,35.33,82.74,42.63,464153.42,Senior,0
EMP104556,48,Female,Divorced,Bachelor,Engineering,Manager,23,1.8,0.7,0,Never,Hybrid,69.6,32006.76,39034.07,0.0,20.4,15767.5,High,4,4.0,21.3,0,7,7,5,4.0,6,4,4,5.25,58.59,34.55,87.64,20.22,423115.19,Senior,0
EMP104557,38,Female,Married,Bachelor,Finance,Lead,19,7.7,0.5,1,Rarely,Office,23.8,19037.69,60748.93,0.0,13.5,11037.42,High,3,3.0,33.0,1,6,4,8,5.0,5,6,6,5.25,45.31,55.87,87.45,36.49,289201.21,Mid,0
EMP104558,39,Male,Married,Bachelor,Engineering,Lead,16,3.5,2.5,0,Rarely,Remote,9.3,18401.7,59594.71,845727.64,3.8,11788.47,High,4,5.0,27.9,0,7,4,5,5.0,4,4,1,3.25,49.11,61.29,86.41,17.68,1126142.75,Mid,1
EMP104559,41,Male,Married,Bachelor,HR,Lead,19,3.6,2.4,0,Never,Office,3.6,14393.68,49682.14,263482.1,3.0,9400.89,High,2,2.0,26.4,1,2,4,4,1.0,3,1,2,2.5,17.56,66.3,80.69,25.59,485888.4,Mid,1
EMP104560,25,Male,Single,Bachelor,Support,Associate,7,7.0,1.2,1,Never,Office,2.6,3886.17,31687.4,0.0,13.9,2565.3,Low,4,4.0,24.1,0,3,6,5,4.0,4,6,6,5.5,50.33,81.21,84.81,22.29,78321.44,Junior,0
EMP104561,40,Male,Single,Master,Marketing,Senior Engineer,15,6.8,1.8,2,Frequently,Hybrid,13.1,10965.87,29679.44,0.0,1.4,6323.95,Medium,4,4.0,32.6,0,5,4,4,5.0,6,3,4,4.25,46.7,57.23,91.49,43.17,161269.88,Mid,0
EMP104562,29,Female,Married,Bachelor,Sales,Associate,6,2.9,1.6,0,Never,Hybrid,6.6,4811.2,6302.83,0.0,34.8,2580.89,Low,4,,21.1,1,4,5,2,4.0,5,6,1,4.25,48.61,71.1,78.03,14.12,64037.23,Junior,1
EMP104563,38,Male,Single,Bachelor,Finance,Senior Engineer,16,3.3,1.2,0,Rarely,Office,1.8,10820.65,25485.9,0.0,2.4,6768.02,Medium,3,3.0,18.0,1,5,4,3,5.0,6,4,3,4.25,43.24,65.02,88.26,17.89,155333.7,Mid,0
EMP104564,33,Male,Single,Bachelor,Sales,Engineer,8,1.6,1.6,0,Frequently,Office,2.6,7940.04,49071.85,0.0,11.9,5483.41,Medium,5,5.0,32.3,2,7,5,6,6.0,6,6,6,5.75,63.55,81.37,90.8,24.31,144352.33,Junior,0
EMP104565,39,Male,Single,High School,Support,Senior Engineer,17,1.2,0.6,0,Rarely,Hybrid,11.1,10431.67,23562.87,208680.0,16.0,6289.07,Medium,4,4.0,23.2,0,5,6,4,,6,5,4,5.25,58.28,67.89,83.57,21.52,357422.91,Mid,0
EMP104566,36,Female,Married,Bachelor,Finance,Engineer,13,2.9,2.6,0,Never,Hybrid,6.2,6814.32,30081.72,0.0,1.9,3843.09,Low,3,,21.2,1,6,7,3,,5,4,3,4.75,35.47,59.17,89.25,18.38,111853.56,Mid,0
EMP104567,21,Female,Single,Bachelor,Engineering,Engineer,0,0.0,0.0,0,Rarely,Hybrid,14.0,5948.96,32536.69,0.0,6.4,2858.85,Low,3,3.0,16.2,0,4,3,4,6.0,5,4,5,4.25,37.26,49.48,86.76,2.98,103924.21,Entry,0
EMP104568,36,Male,Single,Bachelor,HR,Senior Engineer,14,1.7,0.9,0,Never,Office,1.2,11057.41,51595.04,765845.81,1.0,6783.41,Medium,4,4.0,31.0,0,4,7,5,5.0,5,6,4,5.5,52.98,62.46,91.52,22.14,950129.77,Mid,0
EMP104569,40,Male,Married,Bachelor,Finance,Manager,16,5.8,1.9,2,Never,Office,15.7,21385.99,38259.11,140781.45,3.9,10803.37,High,3,3.0,34.1,3,6,9,5,6.0,5,7,6,6.75,44.92,38.57,91.65,50.12,435672.44,Mid,0
EMP104570,39,Male,Single,Bachelor,Finance,Senior Engineer,18,1.4,1.3,0,Never,Office,10.8,12050.99,20901.53,0.0,11.5,5919.82,Medium,3,3.0,,2,2,6,5,4.0,5,8,4,5.75,37.32,47.93,85.85,31.12,165513.41,Mid,0
EMP104571,34,Male,Single,Master,Engineering,Engineer,6,2.9,1.6,0,Frequently,Remote,12.0,5790.91,,0.0,14.9,3992.11,Low,3,3.0,31.5,1,5,3,4,5.0,3,5,5,4.0,34.05,84.35,86.18,24.39,82856.75,Junior,1
EMP104572,48,Female,Married,Master,Engineering,Lead,24,5.5,3.6,2,Rarely,Hybrid,16.3,19175.86,58289.46,0.0,6.4,14278.09,High,3,3.0,34.2,1,4,6,5,7.0,5,9,6,6.5,43.88,77.2,91.18,51.14,288399.78,Senior,0
EMP104573,37,Male,Married,Bachelor,Engineering,Engineer,16,11.0,0.8,2,Never,Hybrid,32.8,7303.06,2756.72,0.0,17.6,3749.04,Medium,3,3.0,25.7,1,6,3,3,4.0,3,4,3,3.25,39.48,58.01,81.58,42.24,90393.44,Mid,0
EMP104574,39,Male,Married,Master,Support,Senior Engineer,16,8.5,4.1,1,Frequently,Office,47.4,10869.24,,309135.34,6.6,7209.67,Medium,4,3.0,,2,11,4,7,4.0,5,5,5,4.75,65.06,72.44,91.54,37.37,495994.36,Mid,0
EMP104575,43,Male,Married,Bachelor,Engineering,Lead,21,7.3,4.2,1,Never,Office,8.0,19804.46,53877.81,73857.86,5.0,8791.13,High,4,4.0,30.9,1,8,5,5,6.0,5,8,3,5.25,56.18,31.31,89.4,37.76,365389.19,Senior,0
EMP104576,38,Male,Single,Bachelor,Operations,Senior Engineer,15,3.6,1.0,0,Rarely,Remote,28.1,10562.22,70482.3,0.0,4.8,4758.89,Medium,3,3.0,,0,5,4,7,6.0,4,5,7,5.0,47.64,40.28,89.44,23.11,197228.94,Mid,0
EMP104577,28,Male,Married,High School,Operations,Engineer,9,6.0,4.4,1,Never,Office,8.8,6706.14,,0.0,2.4,4409.2,Low,4,,24.1,0,7,6,6,3.0,8,7,6,6.75,57.14,73.38,93.16,24.9,86881.19,Junior,0
EMP104578,21,Male,Single,High School,Engineering,Associate,4,2.7,1.3,1,Rarely,Remote,31.3,4325.11,30695.91,0.0,12.0,1967.67,Low,3,3.0,25.8,2,2,5,4,5.0,5,4,4,4.5,38.67,49.5,84.44,27.03,82597.23,Entry,0
EMP104579,31,Male,Single,Bachelor,Finance,Engineer,8,5.2,2.9,2,Rarely,Hybrid,3.7,6453.81,23138.32,148883.93,2.4,4792.14,Low,2,1.0,22.3,0,2,4,5,,3,5,5,4.25,23.89,86.26,89.64,29.06,249467.97,Junior,0
EMP104580,41,Male,Married,Bachelor,Engineering,Manager,21,1.1,0.4,0,Never,Hybrid,25.7,26663.61,69619.08,89469.76,2.6,13741.34,High,4,4.0,32.7,3,4,6,7,6.0,7,5,6,6.0,52.24,34.91,90.91,33.72,479052.16,Senior,0
EMP104581,32,Male,Married,Master,Engineering,Senior Engineer,10,4.3,2.9,0,Never,Remote,32.0,12671.9,25335.59,0.0,10.1,9253.44,Medium,4,4.0,24.4,1,3,5,5,5.0,7,4,6,5.5,52.4,82.34,89.81,20.62,177398.39,Junior,1
EMP104582,41,Female,Married,Bachelor,Engineering,Senior Engineer,16,1.1,0.1,0,Never,Hybrid,13.7,9962.16,11119.72,0.0,8.2,6435.79,Medium,3,3.0,27.7,0,6,4,6,4.0,4,4,7,4.75,45.81,71.36,88.1,22.31,130665.64,Mid,0
EMP104583,36,Male,Single,High School,Marketing,Senior Engineer,17,7.0,3.5,2,Frequently,Office,17.7,11010.02,21854.35,221491.87,11.7,5850.22,Medium,4,4.0,24.4,2,4,8,7,5.0,8,8,5,7.25,62.62,54.91,91.03,44.11,375466.46,Mid,0
EMP104584,45,Male,Married,Bachelor,HR,Lead,21,5.8,5.2,1,Rarely,Hybrid,22.4,16482.1,14216.51,0.0,1.9,11254.04,High,4,4.0,34.7,0,5,4,4,5.0,7,6,7,6.0,58.45,68.41,93.18,35.66,212001.71,Senior,0
EMP104585,33,Male,Married,Bachelor,Engineering,Senior Engineer,8,8.0,1.9,2,Rarely,Office,5.9,11294.8,7832.73,359241.98,3.6,5529.96,Medium,4,5.0,26.7,1,3,5,4,3.0,6,5,5,5.25,49.38,44.91,87.91,38.2,502612.31,Junior,0
EMP104586,39,Female,Divorced,Master,Engineering,Manager,17,1.2,1.0,0,Rarely,Hybrid,26.5,21175.37,75626.78,219820.77,8.2,14292.22,High,3,3.0,,1,5,4,6,4.0,4,7,3,4.5,42.74,65.87,88.79,27.01,549551.99,Mid,0
EMP104587,39,Female,Single,Master,Sales,Senior Engineer,16,13.8,12.2,2,Rarely,Remote,30.9,12322.2,32900.69,366214.96,3.4,6250.95,Medium,3,4.0,27.4,0,2,5,6,6.0,7,6,6,6.0,39.38,46.57,91.39,36.17,546982.05,Mid,0
EMP104588,47,Female,Married,Bachelor,Sales,Lead,26,3.3,0.8,1,Rarely,Hybrid,30.2,20518.78,34177.95,0.0,11.1,8584.77,High,3,3.0,26.9,0,3,7,9,6.0,5,8,8,7.0,46.66,29.52,92.7,33.83,280403.31,Senior,0
EMP104589,21,Female,Married,Master,Engineering,Engineer,0,0.0,0.0,0,Never,Hybrid,5.0,5892.12,16623.44,0.0,2.5,3423.2,Low,4,4.0,24.5,0,5,6,7,6.0,5,5,6,5.5,50.29,62.77,92.81,11.5,87328.88,Entry,0
EMP104590,31,Female,Single,Bachelor,Marketing,Senior Engineer,9,1.6,1.2,0,Never,Hybrid,20.3,8539.29,35842.04,0.0,6.2,5847.95,Medium,2,2.0,24.5,0,1,4,5,5.0,4,4,3,3.75,13.06,77.52,88.23,18.41,138313.52,Junior,1
EMP104591,42,Male,Married,High School,HR,Manager,20,4.5,4.3,0,Rarely,Office,3.7,17834.16,61481.53,248815.4,2.4,7578.95,High,4,4.0,26.0,1,5,5,7,7.0,6,6,7,6.0,59.87,29.07,93.45,26.97,524306.85,Mid,0
EMP104592,47,Female,Divorced,Bachelor,Sales,Manager,25,3.0,0.8,1,Rarely,Remote,38.9,28117.76,31075.05,122505.99,8.4,19452.71,High,5,5.0,30.2,1,10,6,7,7.0,6,7,7,6.5,77.86,62.41,91.95,43.62,490994.16,Senior,0
EMP104593,37,Female,Married,Bachelor,Marketing,Senior Engineer,14,5.8,5.3,1,Rarely,Office,10.3,10592.46,8012.87,0.0,23.31,4955.21,Medium,3,,27.6,0,5,6,4,5.0,5,4,3,4.5,40.18,44.48,85.92,29.19,135122.39,Mid,1
EMP104594,33,Male,Divorced,Bachelor,Support,Senior Engineer,13,0.6,0.1,0,Frequently,Office,7.5,9371.55,53510.8,0.0,6.9,6589.28,Medium,4,4.0,22.3,2,11,5,5,5.0,7,7,3,5.5,69.51,79.79,90.0,17.98,165969.4,Mid,1
EMP104595,41,Male,Married,Bachelor,Support,Lead,18,1.4,0.5,0,Rarely,Hybrid,6.7,14828.78,37164.94,0.0,3.3,9894.34,High,4,4.0,34.8,0,7,7,5,5.0,5,5,6,5.75,62.14,68.15,91.88,28.86,215110.3,Mid,0
EMP104596,42,Male,Married,Master,Marketing,Senior Engineer,18,7.4,6.6,2,Rarely,Office,10.0,12130.04,33348.45,0.0,2.4,6480.69,Medium,4,4.0,27.3,2,7,5,5,6.0,6,6,6,5.75,57.69,50.33,92.08,42.5,178908.93,Mid,0
EMP104597,32,Male,Married,Master,Sales,Engineer,8,1.4,0.4,0,Frequently,Remote,37.7,7304.38,33746.49,485048.09,23.3,4109.37,Medium,3,,32.7,1,3,2,1,1.0,1,3,1,1.75,22.13,67.81,75.61,25.08,606447.14,Junior,0
EMP104598,38,Female,Married,Doctorate,Support,Senior Engineer,11,3.1,2.3,0,Rarely,Office,23.9,8953.64,15936.21,393684.35,28.4,5301.47,Medium,3,3.0,28.4,1,7,3,2,4.0,2,4,5,3.5,37.55,72.97,76.8,22.12,517064.24,Mid,0
EMP104599,44,Male,Married,Bachelor,Engineering,Lead,22,2.7,0.4,0,Frequently,Hybrid,6.5,18681.69,43857.73,400209.84,8.0,10272.39,High,4,4.0,25.9,1,7,5,4,2.0,4,5,4,4.5,54.94,49.36,88.43,25.7,668247.85,Senior,0
EMP104600,50,Female,Married,Bachelor,Finance,Manager,29,4.2,1.6,0,Rarely,Office,4.5,26944.33,95796.34,161573.66,9.3,17441.2,High,2,2.0,25.0,1,2,6,8,5.0,4,5,6,5.25,23.35,57.17,90.25,28.79,580701.96,Senior,0
EMP104601,41,Non-Binary,Single,Master,Engineering,Manager,15,1.7,1.6,0,Frequently,Hybrid,18.0,20073.86,58910.43,81392.6,11.4,14497.42,High,1,1.0,25.1,0,9,1,2,2.0,3,4,2,2.5,15.86,75.24,80.91,18.57,381189.35,Mid,1
EMP104602,35,Male,Single,Bachelor,Engineering,Engineer,14,7.9,1.8,2,Rarely,Hybrid,18.6,7112.82,47652.42,256039.01,8.5,5017.08,Low,3,3.0,19.4,0,6,6,7,6.0,9,7,8,7.5,52.19,82.8,95.13,29.01,389045.27,Mid,0
EMP104603,35,Male,Married,Bachelor,Sales,Senior Engineer,15,4.2,2.9,0,Rarely,Office,4.6,12361.69,10335.61,480644.56,8.1,6251.76,Medium,3,3.0,28.0,1,5,5,3,,4,6,5,5.0,41.12,48.35,87.2,26.74,639320.45,Mid,0
EMP104604,39,Female,Single,Bachelor,Sales,Senior Engineer,18,8.4,7.7,1,Frequently,Hybrid,21.5,12601.96,,182960.54,12.3,8141.06,Medium,4,4.0,31.2,1,7,6,7,6.0,3,4,4,4.25,54.31,70.83,87.56,37.72,420850.13,Mid,0
EMP104605,34,Female,Married,Bachelor,Engineering,Senior Engineer,11,5.8,4.6,2,Never,Hybrid,9.2,12167.72,28855.29,0.0,4.8,7295.49,Medium,3,,36.4,1,5,4,5,6.0,3,5,7,4.75,44.81,61.03,89.38,44.84,174867.93,Mid,0
EMP104606,37,Male,Single,Bachelor,Engineering,Engineer,15,4.1,3.9,0,Rarely,Office,14.7,8337.19,11250.46,0.0,4.9,6140.41,Medium,4,4.0,30.5,1,9,6,4,7.0,7,5,7,6.25,65.5,84.82,91.96,27.69,111296.74,Mid,1
EMP104607,27,Male,Single,Bachelor,Marketing,Associate,4,0.2,0.2,0,Never,Hybrid,16.5,3391.02,3042.02,0.0,2.6,2471.8,Low,4,3.0,22.6,1,2,6,5,6.0,6,4,5,5.25,45.07,87.02,89.49,15.37,43734.26,Entry,0
EMP104608,45,Female,Married,High School,Support,Lead,26,5.2,0.6,1,Rarely,Office,4.7,16805.26,63937.22,156854.7,11.1,9577.28,High,4,4.0,34.0,2,9,3,3,7.0,6,4,5,4.5,61.6,55.31,88.55,48.19,422455.04,Senior,0
EMP104609,26,Female,Single,Master,Sales,Associate,0,0.0,0.0,0,Frequently,Hybrid,17.5,3162.73,1345.88,0.0,9.0,1317.05,Low,2,2.0,27.5,1,1,3,4,,4,4,2,3.25,19.88,43.47,82.09,20.16,39298.64,Entry,0
EMP104610,32,Male,Married,Bachelor,Marketing,Senior Engineer,13,8.3,3.5,1,Never,Hybrid,11.4,10537.43,48138.07,314053.77,6.3,5644.97,Medium,4,4.0,29.2,0,4,4,3,5.0,4,4,4,4.0,47.05,53.62,87.42,29.35,488641.0,Mid,0
EMP104611,36,Male,Single,Bachelor,Marketing,Engineer,18,3.8,2.6,0,Never,Hybrid,28.3,5800.26,9475.2,75224.26,5.2,2336.73,Low,2,3.0,31.2,2,3,4,5,5.0,4,5,6,4.75,31.27,37.53,88.0,31.74,154302.58,Mid,0
EMP104612,51,Non-Binary,Single,Bachelor,Engineering,Manager,28,3.6,2.7,1,Rarely,Hybrid,2.4,28665.38,114200.6,64946.86,15.3,20056.36,High,4,4.0,30.2,2,7,6,3,1.0,3,4,6,4.75,50.07,66.06,82.56,45.58,523132.02,Senior,0
EMP104613,32,Male,Married,Doctorate,Support,Lead,7,5.4,1.3,2,Rarely,Office,42.1,11153.41,42591.36,418196.07,2.9,6110.24,Medium,5,5.0,33.0,0,4,6,6,7.0,5,6,7,6.0,67.8,53.43,93.13,41.87,594628.35,Junior,0
EMP104614,30,Male,Married,Bachelor,Engineering,Engineer,11,3.5,2.8,0,Never,Office,7.2,6926.15,14565.15,0.0,3.9,3868.48,Low,2,2.0,,0,2,6,4,4.0,5,5,3,4.75,24.0,59.11,87.95,17.09,97678.95,Mid,0
EMP104615,31,Female,Married,Bachelor,Support,Engineer,7,2.4,1.0,1,Frequently,Hybrid,6.2,4579.67,13554.77,276343.32,9.5,2062.4,Low,3,3.0,30.3,0,4,4,6,3.0,7,5,4,5.0,42.82,47.52,86.1,27.68,344854.13,Junior,1
EMP104616,48,Male,Married,Bachelor,Finance,Senior Manager,22,6.1,4.0,1,Rarely,Office,10.7,30882.23,,334263.26,0.3,20755.95,High,4,4.0,21.5,2,6,5,5,8.0,3,7,5,5.0,54.23,53.52,91.76,33.86,933562.13,Senior,0
